"model_id","origin_date","scenario_id","location","target","horizon","output_type","output_type_id","value"
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",1,"median",NA,385535.289156627
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.01,260840.64
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.025,271026.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.05,280115
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.1,292820.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.15,303812.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.2,311755.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.25,320744
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.3,324403.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.35,329062.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.4,336734.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.45,344588.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.5,349517
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.55,355828.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.6,363535.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.65,371670.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.7,377668.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.75,385152
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.8,391642.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.85,407629.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.9,421147.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.95,439079.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.975,469625.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.99,502281
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",2,"median",NA,354824.477911647
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.01,236711.76
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.025,241954.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.05,256461.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.1,272467.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.15,279714.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.2,289108.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.25,297122
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.3,302865.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.35,309736.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.4,317499.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.45,322892.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.5,329520
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.55,336090.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.6,343325
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.65,350397.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.7,358350.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.75,366220
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.8,377597.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.85,398364.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.9,408881.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.95,429471.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.975,471199.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.99,512828.44
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",3,"median",NA,336213.855421687
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.01,206360.64
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.025,217381.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.05,229898.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.1,243970
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.15,256135.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.2,265994.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.25,272852
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.3,278124.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.35,287115.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.4,294127.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.45,299857.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.5,305097
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.55,312952.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.6,318740.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.65,326141.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.7,335317.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.75,342524
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.8,360390.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.85,376503.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.9,393248.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.95,417026.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.975,468958.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.99,516727.64
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",4,"median",NA,314654.032128514
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.01,183766.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.025,195820.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.05,204119.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.1,218157.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.15,230129.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.2,242137
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.25,251024
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.3,255378.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.35,264538.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.4,270196.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.45,277546
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.5,285696
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.55,290014.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.6,295256.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.65,300907.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.7,311813.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.75,321190
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.8,336040.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.85,352674.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.9,381575.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.95,406420
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.975,461694.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.99,514909.88
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",5,"median",NA,292865.16064257
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",6,"quantile",0.01,175802.12
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",6,"quantile",0.025,185740
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",6,"quantile",0.05,199719.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",6,"quantile",0.1,212072.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",6,"quantile",0.15,224816
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",6,"quantile",0.2,240754.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",6,"quantile",0.25,246159
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",6,"quantile",0.3,254137.4
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",6,"quantile",0.35,263221.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",6,"quantile",0.4,268839.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",6,"quantile",0.45,280093
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",6,"quantile",0.5,285481
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",6,"quantile",0.55,290386.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",6,"quantile",0.6,297406
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",6,"quantile",0.65,306145.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",6,"quantile",0.7,312969.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",6,"quantile",0.75,326811
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",6,"quantile",0.8,340178.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",6,"quantile",0.85,357851.8
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",6,"quantile",0.9,390696.6
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",6,"quantile",0.95,420361.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",6,"quantile",0.975,478686.2
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",6,"quantile",0.99,540967.44
"HUBuni-simexamp",2021-03-07,"A-2021-03-05","US","inc case",6,"median",NA,294970.823293173
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",1,"quantile",0.01,382381.88
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",1,"quantile",0.025,398470.4
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",1,"quantile",0.05,402876.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",1,"quantile",0.1,417261
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",1,"quantile",0.15,427085.4
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",1,"quantile",0.2,435141.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",1,"quantile",0.25,442987
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",1,"quantile",0.3,447945.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",1,"quantile",0.35,455385.4
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",1,"quantile",0.4,461044.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",1,"quantile",0.45,464475.2
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",1,"quantile",0.5,469787
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",1,"quantile",0.55,476116.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",1,"quantile",0.6,484743.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",1,"quantile",0.65,490780.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",1,"quantile",0.7,499027.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",1,"quantile",0.75,506579
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",1,"quantile",0.8,511088.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",1,"quantile",0.85,523433.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",1,"quantile",0.9,536224.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",1,"quantile",0.95,559566
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",1,"quantile",0.975,586822.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",1,"quantile",0.99,596905
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",1,"median",NA,475421.289156627
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.01,342504.64
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.025,352690.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.05,361779
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.1,374484.2
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.15,385476.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.2,393419.2
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.25,402408
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.3,406067.2
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.35,410726.2
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.4,418398.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.45,426252.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.5,431181
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.55,437492.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.6,445199.4
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.65,453334.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.7,459332.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.75,466816
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.8,473306.4
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.85,489293.2
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.9,502811.4
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.95,520743.4
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.975,551289.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",2,"quantile",0.99,583945
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",2,"median",NA,436488.477911647
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.01,316842.76
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.025,322085.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.05,336592.4
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.1,352598.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.15,359845.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.2,369239.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.25,377253
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.3,382996.4
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.35,389867.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.4,397630.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.45,403023.4
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.5,409651
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.55,416221.4
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.6,423456
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.65,430528.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.7,438481.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.75,446351
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.8,457728.4
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.85,478495.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.9,489012.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.95,509602.4
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.975,551330.4
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",3,"quantile",0.99,592959.44
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",3,"median",NA,416344.855421687
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.01,280423.64
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.025,291444.2
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.05,303961.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.1,318033
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.15,330198.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.2,340057.4
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.25,346915
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.3,352187.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.35,361178.4
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.4,368190.2
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.45,373920.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.5,379160
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.55,387015.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.6,392803.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.65,400204.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.7,409380.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.75,416587
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.8,434453.4
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.85,450566.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.9,467311.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.95,491089.4
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.975,543021.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",4,"quantile",0.99,590790.64
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",4,"median",NA,388717.032128514
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.01,253125.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.025,265179.2
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.05,273478.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.1,287516.4
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.15,299488.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.2,311496
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.25,320383
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.3,324737.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.35,333897.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.4,339555.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.45,346905
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.5,355055
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.55,359373.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.6,364615.2
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.65,370266.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.7,381172.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.75,390549
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.8,405399.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.85,422033.2
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.9,450934.2
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.95,475779
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.975,531053.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",5,"quantile",0.99,584268.88
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",5,"median",NA,362224.16064257
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",6,"quantile",0.01,245990.12
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",6,"quantile",0.025,255928
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",6,"quantile",0.05,269907.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",6,"quantile",0.1,282260.2
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",6,"quantile",0.15,295004
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",6,"quantile",0.2,310942.2
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",6,"quantile",0.25,316347
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",6,"quantile",0.3,324325.4
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",6,"quantile",0.35,333409.2
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",6,"quantile",0.4,339027.8
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",6,"quantile",0.45,350281
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",6,"quantile",0.5,355669
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",6,"quantile",0.55,360574.6
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",6,"quantile",0.6,367594
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",6,"quantile",0.65,376333.2
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",6,"quantile",0.7,383157.2
"hubcomp_examp",2021-03-07,"A-2021-03-05","US","inc case",6,"quantile",0.75,396999
